state,year,quarter,district,count,amount
Bihar,2018,1,Aurangabad District,114354,114737537.86
Bihar,2018,1,Kaimur Bhabua District,64493,70110158.7
Bihar,2018,1,Araria District,81597,95184067.65
Bihar,2018,1,Munger District,64639,64455596.26
Bihar,2018,1,Katihar District,138075,129701645.53
Bihar,2018,1,Khagaria District,65892,71955894.82
Bihar,2018,1,Saharsa District,88087,82038819.77
Bihar,2018,1,Bhagalpur District,174456,172905796.12
Bihar,2018,1,Madhubani District,173946,203080851.02
Bihar,2018,1,Kishanganj District,38179,45880790.35
Bihar,2018,1,Gaya District,231873,227470166.15
Bihar,2018,1,Samastipur District,222241,213634124.83
Bihar,2018,1,Banka District,39192,32623795.99
Bihar,2018,1,Purbi Champaran District,254643,264192918.45
Bihar,2018,1,Sheohar District,25700,22183882.58
Bihar,2018,1,Bhojpur District,115890,117985836.77
Bihar,2018,2,Madhepura District,128793,257666353.53
Bihar,2018,2,Purnia District,200492,341288206.35
Bihar,2018,2,Nalanda District,306468,368156034.44
Bihar,2018,2,Buxar District,95499,121370124.35
Bihar,2018,2,Darbhanga District,322140,569573309.66
Bihar,2018,2,Nawada District,117582,171877320.67
Bihar,2018,2,Jamui District,73817,105507695.67
Bihar,2018,2,Sheikhpura District,30292,43496026.13
Bihar,2018,2,Siwan District,216997,449888077.39
Bihar,2018,2,Muzaffarpur District,554675,841276317.7
Bihar,2018,2,Patna District,1650942,2328839155.64
Bihar,2018,2,Jehanabad District,76302,94030824.15
Bihar,2018,2,Rohtas District,281535,364889751.11
Bihar,2018,2,Begusarai District,200949,276462420.96
Bihar,2018,2,Supaul District,120248,207587718.32
Bihar,2018,2,Sitamarhi District,207834,327556110.64
Bihar,2018,2,Saran District,261588,474215326.88
Bihar,2018,2,Arwal District,41799,51924029.93
Bihar,2018,2,Vaishali District,316405,471071129.4
Bihar,2018,2,Pashchim Champaran District,305553,542379988.9
Bihar,2018,2,Gopalganj District,176783,361155964.28
Bihar,2018,2,Lakhisarai District,63428,79811566.98
Bihar,2018,2,Aurangabad District,166360,242694823.73
Bihar,2018,2,Kaimur Bhabua District,95278,133155808.11
Bihar,2018,2,Araria District,144230,340399877.33
Bihar,2018,2,Munger District,104641,135654469.06
Bihar,2018,2,Katihar District,218980,363989212.74
Bihar,2018,2,Khagaria District,107663,171833273.74
Bihar,2018,2,Saharsa District,137218,228422183.97
Bihar,2018,2,Bhagalpur District,265147,373912200.78
Bihar,2018,2,Madhubani District,286112,554829469.63
Bihar,2018,2,Kishanganj District,68492,137867030.28
Bihar,2018,2,Gaya District,324390,438042055.78
Bihar,2018,2,Samastipur District,316985,502582636.03
Bihar,2018,2,Banka District,62184,71579691.62
Bihar,2018,2,Purbi Champaran District,373033,650452550.57
Bihar,2018,2,Sheohar District,31877,49770706.4
Bihar,2018,2,Bhojpur District,179667,260921666.8
Bihar,2018,3,Madhepura District,149943,336637863.73
Bihar,2018,3,Purnia District,254555,489478561.63
Bihar,2018,3,Nalanda District,896006,768203889.84
Bihar,2018,3,Buxar District,141186,188136993.81
Bihar,2018,3,Darbhanga District,413648,764466707.76
Bihar,2018,3,Nawada District,209878,289802022.44
Bihar,2018,3,Jamui District,104140,152652365.37
Bihar,2018,3,Sheikhpura District,37393,56373786.92
Bihar,2018,3,Siwan District,272311,538177446.03
Bihar,2018,3,Muzaffarpur District,959708,1265457842.07
Bihar,2018,3,Patna District,3360157,3873142430.78
Bihar,2018,3,Jehanabad District,158009,154263782.76
Bihar,2018,3,Rohtas District,701262,668806719.35
Bihar,2018,3,Begusarai District,226986,368522165.54
Bihar,2018,3,Supaul District,165526,272659476.22
Bihar,2018,3,Sitamarhi District,266426,479856960.61
Bihar,2018,3,Saran District,366520,636933865.49
Bihar,2018,3,Arwal District,78393,92938267.76
Bihar,2018,3,Vaishali District,427385,660314110.76
Bihar,2018,3,Pashchim Champaran District,427544,778844053.0
Bihar,2018,3,Gopalganj District,218210,422499144.2
Bihar,2018,3,Lakhisarai District,129690,136115937.97
Bihar,2018,3,Aurangabad District,269704,354055669.19
Bihar,2018,3,Kaimur Bhabua District,128090,180251318.45
Bihar,2018,3,Araria District,167608,428450949.73
Bihar,2018,3,Munger District,136515,186691409.17
Bihar,2018,3,Katihar District,252857,513132287.8
Bihar,2018,3,Khagaria District,145602,245267621.76
Bihar,2018,3,Saharsa District,185665,334445151.14
Bihar,2018,3,Bhagalpur District,422204,579615297.85
Bihar,2018,3,Madhubani District,353968,681883536.85
Bihar,2018,3,Kishanganj District,94729,232008456.55
Bihar,2018,3,Gaya District,919453,893929004.03
Bihar,2018,3,Samastipur District,400049,660092785.68
Bihar,2018,3,Banka District,86362,101993248.99
Bihar,2018,3,Purbi Champaran District,544285,921447417.56
Bihar,2018,3,Sheohar District,43723,79579549.21
Bihar,2018,3,Bhojpur District,252114,348676280.94
Bihar,2018,4,Madhepura District,206209,482649436.5
Bihar,2018,4,Purnia District,323276,731281592.87
Bihar,2018,4,Nalanda District,666931,846144772.75
Bihar,2018,4,Buxar District,166308,281722827.85
Bihar,2018,4,Darbhanga District,515957,1142706537.99
Bihar,2018,4,Nawada District,225093,417621899.2
Bihar,2018,4,Jamui District,156998,267317791.28
Bihar,2018,4,Sheikhpura District,52160,94354176.73
Bihar,2018,4,Siwan District,366863,813062416.72
Bihar,2018,4,Muzaffarpur District,886640,1682571935.18
Bihar,2018,4,Patna District,3256138,4907266831.02
Bihar,2018,4,Jehanabad District,176508,216771088.34
Bihar,2018,4,Rohtas District,534230,818426211.76
Bihar,2018,4,Begusarai District,326254,570039331.13
Bihar,2018,4,Supaul District,207479,393510177.47
Bihar,2018,4,Sitamarhi District,338316,664456738.58
Bihar,2018,4,Saran District,495166,976827835.42
Bihar,2018,4,Arwal District,94144,128451766.48
Bihar,2018,4,Vaishali District,522642,964760831.56
Bihar,2018,4,Pashchim Champaran District,582470,1215256332.65
Bihar,2018,4,Gopalganj District,288486,665355068.23
Bihar,2018,4,Lakhisarai District,115486,181734953.47
Bihar,2018,4,Aurangabad District,345707,535217438.35
Bihar,2018,4,Kaimur Bhabua District,175587,291814682.84
Bihar,2018,4,Araria District,224141,643458080.26
Bihar,2018,4,Munger District,173044,283385408.52
Bihar,2018,4,Katihar District,364308,755567034.97
Bihar,2018,4,Khagaria District,175089,336919554.5
Bihar,2018,4,Saharsa District,226972,503942086.39
Bihar,2018,4,Bhagalpur District,460720,770462001.21
Bihar,2018,4,Madhubani District,480479,1055071917.03
Bihar,2018,4,Kishanganj District,130169,375883248.47
Bihar,2018,4,Gaya District,724866,1079658570.77
Bihar,2018,4,Samastipur District,529944,1020002681.4
Bihar,2018,4,Banka District,120661,153837814.7
Bihar,2018,4,Purbi Champaran District,732175,1458571863.51
Bihar,2018,4,Sheohar District,57310,111505767.66
Bihar,2018,4,Bhojpur District,307475,560408464.82
Bihar,2019,1,Madhepura District,264883,576254457.21
Bihar,2019,1,Purnia District,432736,880288859.21
Bihar,2019,1,Nalanda District,946010,1077003028.99
Bihar,2019,1,Buxar District,269395,400579206.46
Bihar,2019,1,Darbhanga District,763583,1448771357.6
Bihar,2019,1,Nawada District,358636,558537691.02
Bihar,2019,1,Jamui District,254802,390616872.39
Bihar,2019,1,Sheikhpura District,84957,128265941.33
Bihar,2019,1,Siwan District,551354,1022001680.35
Bihar,2019,1,Muzaffarpur District,1262299,2061506662.05
Bihar,2019,1,Patna District,7894598,11217940482.12
Bihar,2019,1,Jehanabad District,281786,306816678.88
Bihar,2019,1,Rohtas District,879724,1104230103.11
Bihar,2019,1,Begusarai District,456148,695166454.28
Bihar,2019,1,Supaul District,291495,551617489.05
Bihar,2019,1,Sitamarhi District,511026,830161563.24
Bihar,2019,1,Saran District,688941,1194323043.67
Bihar,2019,1,Arwal District,166197,181951883.22
Bihar,2019,1,Vaishali District,749004,1174950625.58
Bihar,2019,1,Pashchim Champaran District,938338,1627339576.74
Bihar,2019,1,Gopalganj District,436537,840103896.76
Bihar,2019,1,Lakhisarai District,172050,249104102.78
Bihar,2019,1,Aurangabad District,568106,821609333.84
Bihar,2019,1,Kaimur Bhabua District,286810,419488028.47
Bihar,2019,1,Araria District,303436,771182123.87
Bihar,2019,1,Munger District,244480,359390718.44
Bihar,2019,1,Katihar District,545240,978868951.55
Bihar,2019,1,Khagaria District,227052,388654881.11
Bihar,2019,1,Saharsa District,325350,701328047.23
Bihar,2019,1,Bhagalpur District,669334,944495875.58
Bihar,2019,1,Madhubani District,725008,1443743324.51
Bihar,2019,1,Kishanganj District,172840,475097517.17
Bihar,2019,1,Gaya District,1025084,1460009336.43
Bihar,2019,1,Samastipur District,792952,1239854737.09
Bihar,2019,1,Banka District,183133,217589903.45
Bihar,2019,1,Purbi Champaran District,1069790,1856147556.11
Bihar,2019,1,Sheohar District,93729,142778197.85
Bihar,2019,1,Bhojpur District,469391,765057325.78
Bihar,2019,2,Madhepura District,249723,707798711.05
Bihar,2019,2,Purnia District,430976,1078967975.37
Bihar,2019,2,Nalanda District,710450,1254625995.65
Bihar,2019,2,Buxar District,231824,475000124.2
Bihar,2019,2,Darbhanga District,727675,1822608072.27
Bihar,2019,2,Nawada District,348121,761867645.76
Bihar,2019,2,Jamui District,273377,595497429.4
Bihar,2019,2,Sheikhpura District,75522,150977914.77
Bihar,2019,2,Siwan District,533899,1255140385.29
Bihar,2019,2,Muzaffarpur District,1260648,2730311714.07
Bihar,2019,2,Patna District,13421445,26125484618.42
Bihar,2019,2,Jehanabad District,209202,370093501.82
Bihar,2019,2,Rohtas District,659316,1290203427.3
Bihar,2019,2,Begusarai District,420369,861135419.91
Bihar,2019,2,Supaul District,261835,621350641.76
Bihar,2019,2,Sitamarhi District,464001,1054440854.87
Bihar,2019,2,Saran District,660816,1511533675.48
Bihar,2019,2,Arwal District,127961,228089174.5
Bihar,2019,2,Vaishali District,706255,1503710719.59
Bihar,2019,2,Pashchim Champaran District,754956,1807646307.2
Bihar,2019,2,Gopalganj District,419736,1042999794.76
Bihar,2019,2,Lakhisarai District,140776,288144511.14
Bihar,2019,2,Aurangabad District,466316,1028918812.58
Bihar,2019,2,Kaimur Bhabua District,233890,502827065.79
Bihar,2019,2,Araria District,275976,848688675.91
Bihar,2019,2,Munger District,225552,434455542.99
Bihar,2019,2,Katihar District,500894,1262216431.76
Bihar,2019,2,Khagaria District,211775,474324786.25
Bihar,2019,2,Saharsa District,309217,777991635.39
Bihar,2019,2,Bhagalpur District,615040,1150904188.24
Bihar,2019,2,Madhubani District,689839,1830248520.94
Bihar,2019,2,Kishanganj District,172899,551086091.12
Bihar,2019,2,Gaya District,919937,1718017778.56
Bihar,2019,2,Samastipur District,659872,1446039768.46
Bihar,2019,2,Banka District,149782,265207653.1
Bihar,2019,2,Purbi Champaran District,937122,2207821269.53
Bihar,2019,2,Sheohar District,77989,173885487.07
Bihar,2019,2,Bhojpur District,425496,922175961.24
Bihar,2019,3,Madhepura District,285255,739372428.94
Bihar,2019,3,Purnia District,538629,1275466657.19
Bihar,2019,3,Nalanda District,734808,1272371591.02
Bihar,2019,3,Buxar District,233814,437029984.6
Bihar,2019,3,Darbhanga District,802970,1893397261.7
Bihar,2019,3,Nawada District,372689,810703742.84
Bihar,2019,3,Jamui District,293099,629177159.62
Bihar,2019,3,Sheikhpura District,74944,150326592.72
Bihar,2019,3,Siwan District,609065,1237987048.78
Bihar,2019,3,Muzaffarpur District,1526447,2988596103.65
Bihar,2019,3,Patna District,13404838,29128507191.15
Bihar,2019,3,Jehanabad District,215894,348008740.36
Bihar,2019,3,Rohtas District,637472,1189129969.58
Bihar,2019,3,Begusarai District,486249,950089935.35
Bihar,2019,3,Supaul District,303444,702060184.94
Bihar,2019,3,Sitamarhi District,515053,1195168691.46
Bihar,2019,3,Saran District,768342,1481370486.84
Bihar,2019,3,Arwal District,129870,205282509.16
Bihar,2019,3,Vaishali District,835929,1574270004.89
Bihar,2019,3,Pashchim Champaran District,794590,1810006586.82
Bihar,2019,3,Gopalganj District,492551,1040012340.64
Bihar,2019,3,Lakhisarai District,166181,301418673.57
Bihar,2019,3,Aurangabad District,489823,976700580.12
Bihar,2019,3,Kaimur Bhabua District,223817,430488298.63
Bihar,2019,3,Araria District,337253,991970413.12
Bihar,2019,3,Munger District,284046,462815661.33
Bihar,2019,3,Katihar District,605697,1365069712.48
Bihar,2019,3,Khagaria District,267467,508683169.78
Bihar,2019,3,Saharsa District,364988,859959130.64
Bihar,2019,3,Bhagalpur District,666207,1192702908.79
Bihar,2019,3,Madhubani District,732727,1815165089.57
Bihar,2019,3,Kishanganj District,212575,605260943.63
Bihar,2019,3,Gaya District,1275920,1904955491.41
Bihar,2019,3,Samastipur District,725863,1503897789.87
Bihar,2019,3,Banka District,168148,282598675.19
Bihar,2019,3,Purbi Champaran District,1028626,2348550130.61
Bihar,2019,3,Sheohar District,83755,185572590.81
Bihar,2019,3,Bhojpur District,450855,898638782.47
Bihar,2019,4,Madhepura District,395526,1113340860.71
Bihar,2019,4,Purnia District,735598,1873193948.34
Bihar,2019,4,Nalanda District,1426896,1803708280.73
Bihar,2019,4,Buxar District,361937,672103503.37
Bihar,2019,4,Darbhanga District,1059279,2585981569.65
Bihar,2019,4,Nawada District,547595,1167043567.04
Bihar,2019,4,Jamui District,407483,905118756.01
Bihar,2019,4,Sheikhpura District,124377,225016146.86
Bihar,2019,4,Siwan District,865806,1926229486.78
Bihar,2019,4,Muzaffarpur District,1900732,4136536726.05
Bihar,2019,4,Patna District,17235243,37707384360.64
Bihar,2019,4,Jehanabad District,343084,501279185.2
Bihar,2019,4,Rohtas District,1129246,1764430308.22
Bihar,2019,4,Begusarai District,687513,1400383169.43
Bihar,2019,4,Supaul District,418643,1026480093.46
Bihar,2019,4,Sitamarhi District,686989,1556217974.31
Bihar,2019,4,Saran District,1039542,2265346427.15
Bihar,2019,4,Arwal District,207671,302520117.76
Bihar,2019,4,Vaishali District,1092261,2283531751.17
Bihar,2019,4,Pashchim Champaran District,1130965,2726720273.82
Bihar,2019,4,Gopalganj District,650123,1570634885.79
Bihar,2019,4,Lakhisarai District,254456,472346955.58
Bihar,2019,4,Aurangabad District,751614,1434726640.8
Bihar,2019,4,Kaimur Bhabua District,333727,644719192.04
Bihar,2019,4,Araria District,462746,1410655861.47
Bihar,2019,4,Munger District,353666,657222418.86
Bihar,2019,4,Katihar District,772131,1876729627.39
Bihar,2019,4,Khagaria District,344043,784039610.16
Bihar,2019,4,Saharsa District,495346,1211669206.61
Bihar,2019,4,Bhagalpur District,914156,1720136935.86
Bihar,2019,4,Madhubani District,1038907,2655204864.4
Bihar,2019,4,Kishanganj District,279243,840550915.15
Bihar,2019,4,Gaya District,1627240,2505031784.84
Bihar,2019,4,Samastipur District,995634,2217497573.7
Bihar,2019,4,Banka District,241765,424522416.15
Bihar,2019,4,Purbi Champaran District,1432859,3375935181.66
Bihar,2019,4,Sheohar District,120327,266342849.81
Bihar,2019,4,Bhojpur District,665945,1302893150.83
Bihar,2020,1,Madhepura District,480526,1364725313.7
Bihar,2020,1,Purnia District,893061,2167563281.85
Bihar,2020,1,Nalanda District,1053570,2072042821.19
Bihar,2020,1,Buxar District,388504,827738991.92
Bihar,2020,1,Darbhanga District,1296525,3181062829.79
Bihar,2020,1,Nawada District,529218,1196256748.06
Bihar,2020,1,Jamui District,394536,865572635.01
Bihar,2020,1,Sheikhpura District,130669,285519415.03
Bihar,2020,1,Siwan District,1271446,3110551570.94
Bihar,2020,1,Muzaffarpur District,2083611,4863182774.54
Bihar,2020,1,Patna District,15560992,39935619593.18
Bihar,2020,1,Jehanabad District,317868,622588363.52
Bihar,2020,1,Rohtas District,989497,2233802827.07
Bihar,2020,1,Begusarai District,805744,1778528408.16
Bihar,2020,1,Supaul District,548881,1442744378.08
Bihar,2020,1,Sitamarhi District,785267,1906088096.28
Bihar,2020,1,Saran District,1173182,2601605429.01
Bihar,2020,1,Arwal District,188963,369500731.19
Bihar,2020,1,Vaishali District,1177251,2609194507.87
Bihar,2020,1,Pashchim Champaran District,1495660,3918107336.1
Bihar,2020,1,Gopalganj District,838277,2019980907.06
Bihar,2020,1,Lakhisarai District,261395,541750309.99
Bihar,2020,1,Aurangabad District,790573,1777915098.77
Bihar,2020,1,Kaimur Bhabua District,362763,798668648.03
Bihar,2020,1,Araria District,573320,1691300733.35
Bihar,2020,1,Munger District,386821,756628791.92
Bihar,2020,1,Katihar District,927801,2253746832.62
Bihar,2020,1,Khagaria District,446511,1116121644.02
Bihar,2020,1,Saharsa District,592496,1538256331.52
Bihar,2020,1,Bhagalpur District,1141739,2607337583.96
Bihar,2020,1,Madhubani District,1264352,3304637932.88
Bihar,2020,1,Kishanganj District,366857,1105518979.62
Bihar,2020,1,Gaya District,1524983,2986729749.07
Bihar,2020,1,Samastipur District,1233758,2987274105.58
Bihar,2020,1,Banka District,274099,495594270.36
Bihar,2020,1,Purbi Champaran District,1671939,4068019841.7
Bihar,2020,1,Sheohar District,138460,323926587.23
Bihar,2020,1,Bhojpur District,720700,1531449127.09
Bihar,2020,2,Madhepura District,694489,1926390841.17
Bihar,2020,2,Purnia District,1220645,3144206568.86
Bihar,2020,2,Nalanda District,1236612,2511735768.05
Bihar,2020,2,Buxar District,528766,1138890071.65
Bihar,2020,2,Darbhanga District,1660540,3932060943.72
Bihar,2020,2,Nawada District,830738,1856990665.2
Bihar,2020,2,Jamui District,616481,1292352801.03
Bihar,2020,2,Sheikhpura District,190302,406544187.5
Bihar,2020,2,Siwan District,1496472,3205163656.16
Bihar,2020,2,Muzaffarpur District,2572251,5903193156.45
Bihar,2020,2,Patna District,13807801,37859920784.97
Bihar,2020,2,Jehanabad District,429941,878935641.22
Bihar,2020,2,Rohtas District,1317112,3012571093.15
Bihar,2020,2,Begusarai District,1013896,2205771257.65
Bihar,2020,2,Supaul District,782514,1940245968.22
Bihar,2020,2,Sitamarhi District,1089786,2443446938.8
Bihar,2020,2,Saran District,1590231,3305092760.43
Bihar,2020,2,Arwal District,268085,564599035.43
Bihar,2020,2,Vaishali District,1501134,3209993082.15
Bihar,2020,2,Pashchim Champaran District,1947807,4653237699.0
Bihar,2020,2,Gopalganj District,1167013,2541417532.16
Bihar,2020,2,Lakhisarai District,363770,767683220.41
Bihar,2020,2,Aurangabad District,1130661,2486444709.2
Bihar,2020,2,Kaimur Bhabua District,543289,1285754641.57
Bihar,2020,2,Araria District,858907,2480203645.41
Bihar,2020,2,Munger District,522173,1029703568.19
Bihar,2020,2,Katihar District,1255101,3151138413.42
Bihar,2020,2,Khagaria District,576287,1467466198.65
Bihar,2020,2,Saharsa District,823372,2081765908.64
Bihar,2020,2,Bhagalpur District,1561760,3998834364.74
Bihar,2020,2,Madhubani District,1777506,4146168147.41
Bihar,2020,2,Kishanganj District,526568,1487107954.65
Bihar,2020,2,Gaya District,1972685,4100072381.07
Bihar,2020,2,Samastipur District,1536299,3614031763.28
Bihar,2020,2,Banka District,458109,844160854.08
Bihar,2020,2,Purbi Champaran District,2357758,5443836316.37
Bihar,2020,2,Sheohar District,205238,451476592.35
Bihar,2020,2,Bhojpur District,954643,2037914496.46
Bihar,2020,3,Madhepura District,840190,2407274295.52
Bihar,2020,3,Purnia District,1716768,4557372216.15
Bihar,2020,3,Nalanda District,1624864,3529746839.25
Bihar,2020,3,Buxar District,656065,1455757663.23
Bihar,2020,3,Darbhanga District,2323627,5614591300.22
Bihar,2020,3,Nawada District,1000893,2308993006.02
Bihar,2020,3,Jamui District,734016,1609232018.78
Bihar,2020,3,Sheikhpura District,241583,574111444.33
Bihar,2020,3,Siwan District,1927410,4329423959.0
Bihar,2020,3,Muzaffarpur District,3476178,8200376318.76
Bihar,2020,3,Patna District,20716631,53687192629.52
Bihar,2020,3,Jehanabad District,550190,1104035168.36
Bihar,2020,3,Rohtas District,1626703,3856856055.22
Bihar,2020,3,Begusarai District,1317210,2893661971.82
Bihar,2020,3,Supaul District,923545,2379533644.45
Bihar,2020,3,Sitamarhi District,1409661,3409254144.77
Bihar,2020,3,Saran District,2089459,4722794813.39
Bihar,2020,3,Arwal District,340974,694512744.64
Bihar,2020,3,Vaishali District,2036376,4585312142.3
Bihar,2020,3,Pashchim Champaran District,2269399,5255815898.11
Bihar,2020,3,Gopalganj District,1415473,3174685073.33
Bihar,2020,3,Lakhisarai District,450566,1035626941.27
Bihar,2020,3,Aurangabad District,1435440,3120668555.46
Bihar,2020,3,Kaimur Bhabua District,624278,1428780291.46
Bihar,2020,3,Araria District,1042498,2994975160.91
Bihar,2020,3,Munger District,679643,1421983383.86
Bihar,2020,3,Katihar District,1523754,3853316755.05
Bihar,2020,3,Khagaria District,714776,1852615085.44
Bihar,2020,3,Saharsa District,972500,2472660208.0
Bihar,2020,3,Bhagalpur District,2291210,5919155397.53
Bihar,2020,3,Madhubani District,2378853,5502534112.22
Bihar,2020,3,Kishanganj District,636842,1847126001.01
Bihar,2020,3,Gaya District,2533169,5418904171.86
Bihar,2020,3,Samastipur District,1964342,4648101415.03
Bihar,2020,3,Banka District,535276,1012504549.44
Bihar,2020,3,Purbi Champaran District,3014805,7082795603.42
Bihar,2020,3,Sheohar District,259484,625127614.83
Bihar,2020,3,Bhojpur District,1209097,2741456517.86
Bihar,2020,4,Madhepura District,1155495,3405769861.59
Bihar,2020,4,Purnia District,2416041,6313205420.54
Bihar,2020,4,Nalanda District,2255217,5113627159.02
Bihar,2020,4,Buxar District,963324,2433657273.74
Bihar,2020,4,Darbhanga District,3297598,8213612835.37
Bihar,2020,4,Nawada District,1338381,3226293360.8
Bihar,2020,4,Jamui District,1013521,2328130984.14
Bihar,2020,4,Sheikhpura District,313125,779886887.56
Bihar,2020,4,Siwan District,2923089,7277805273.89
Bihar,2020,4,Muzaffarpur District,4970912,12202451465.7
Bihar,2020,4,Patna District,24443301,59562106826.24
Bihar,2020,4,Jehanabad District,767929,1632955082.01
Bihar,2020,4,Rohtas District,2274947,5786209443.49
Bihar,2020,4,Begusarai District,1917729,4383397822.31
Bihar,2020,4,Supaul District,1248616,3451957982.64
Bihar,2020,4,Sitamarhi District,1921037,5163962875.83
Bihar,2020,4,Saran District,3186771,7973001812.29
Bihar,2020,4,Arwal District,458804,977567078.45
Bihar,2020,4,Vaishali District,2855999,6877998945.97
Bihar,2020,4,Pashchim Champaran District,3212814,8105523399.18
Bihar,2020,4,Gopalganj District,2155078,5396052519.43
Bihar,2020,4,Lakhisarai District,631414,1489033799.48
Bihar,2020,4,Aurangabad District,2000839,4731495349.14
Bihar,2020,4,Kaimur Bhabua District,804133,1996021958.0
Bihar,2020,4,Araria District,1536430,4487761348.6
Bihar,2020,4,Munger District,985968,2097436831.31
Bihar,2020,4,Katihar District,2214215,5579698503.84
Bihar,2020,4,Khagaria District,1056610,2780348233.32
Bihar,2020,4,Saharsa District,1364666,3474389173.25
Bihar,2020,4,Bhagalpur District,2991335,7190986202.23
Bihar,2020,4,Madhubani District,3371688,8381284790.64
Bihar,2020,4,Kishanganj District,891347,2782113132.04
Bihar,2020,4,Gaya District,3671183,8039045789.86
Bihar,2020,4,Samastipur District,2867496,7160693870.11
Bihar,2020,4,Banka District,715298,1444721613.39
Bihar,2020,4,Purbi Champaran District,4295258,11303073256.05
Bihar,2020,4,Sheohar District,340485,925961538.75
Bihar,2020,4,Bhojpur District,1763580,4436373436.27
Bihar,2021,1,Madhepura District,1236738,3829336405.48
Bihar,2021,1,Purnia District,2732403,7235829630.47
Bihar,2021,1,Nalanda District,2268463,5351626268.9
Bihar,2021,1,Buxar District,879471,2401505831.32
Bihar,2021,1,Darbhanga District,3456999,8967471837.1
Bihar,2021,1,Nawada District,1343218,3497752896.4
Bihar,2021,1,Jamui District,1038356,2639451343.2
Bihar,2021,1,Sheikhpura District,300298,824998708.36
Bihar,2021,1,Siwan District,2823522,6920358606.86
Bihar,2021,1,Muzaffarpur District,5221017,13070944463.38
Bihar,2021,1,Patna District,41272981,88998693556.24
Bihar,2021,1,Jehanabad District,723928,1700603455.48
Bihar,2021,1,Rohtas District,2216469,6088176848.29
Bihar,2021,1,Begusarai District,1977439,4651369214.18
Bihar,2021,1,Supaul District,1362458,4085528078.46
Bihar,2021,1,Sitamarhi District,1895158,5446770751.15
Bihar,2021,1,Saran District,3020459,7424026781.04
Bihar,2021,1,Arwal District,430486,1040900664.88
Bihar,2021,1,Vaishali District,2763964,6839038567.83
Bihar,2021,1,Pashchim Champaran District,3418382,9047860514.27
Bihar,2021,1,Gopalganj District,2101332,5212014141.4
Bihar,2021,1,Lakhisarai District,613756,1545725649.95
Bihar,2021,1,Aurangabad District,1991766,5360695922.72
Bihar,2021,1,Kaimur Bhabua District,794062,2190183735.77
Bihar,2021,1,Araria District,1645629,5106231997.79
Bihar,2021,1,Munger District,960092,2192552874.58
Bihar,2021,1,Katihar District,2323955,6390929745.82
Bihar,2021,1,Khagaria District,1072001,2989173408.7
Bihar,2021,1,Saharsa District,1467040,4023753805.65
Bihar,2021,1,Bhagalpur District,3729907,8757585231.54
Bihar,2021,1,Madhubani District,3251471,8809359759.38
Bihar,2021,1,Kishanganj District,956184,3331835551.12
Bihar,2021,1,Gaya District,3790466,8943163048.4
Bihar,2021,1,Samastipur District,2833659,7326852418.78
Bihar,2021,1,Banka District,678449,1625176383.09
Bihar,2021,1,Purbi Champaran District,4379932,11804741355.36
Bihar,2021,1,Sheohar District,337930,992124431.72
Bihar,2021,1,Bhojpur District,1622637,4309305816.18
Bihar,2021,2,Madhepura District,1684296,5218255019.01
Bihar,2021,2,Purnia District,3753134,10051174945.97
Bihar,2021,2,Nalanda District,2876066,6967154493.83
Bihar,2021,2,Buxar District,1252195,3456834620.01
Bihar,2021,2,Darbhanga District,4739297,11767784404.77
Bihar,2021,2,Nawada District,1911948,5050993065.49
Bihar,2021,2,Jamui District,1521567,3812688721.11
Bihar,2021,2,Sheikhpura District,427755,1154376779.11
Bihar,2021,2,Siwan District,4705097,11418849549.14
Bihar,2021,2,Muzaffarpur District,6872504,17019791090.78
Bihar,2021,2,Patna District,53400850,114936398151.99
Bihar,2021,2,Jehanabad District,995035,2626018955.13
Bihar,2021,2,Rohtas District,3001706,8146321797.82
Bihar,2021,2,Begusarai District,2745981,6263183535.49
Bihar,2021,2,Supaul District,1834979,5320160534.74
Bihar,2021,2,Sitamarhi District,2697354,7205555125.01
Bihar,2021,2,Saran District,4392087,10815034968.87
Bihar,2021,2,Arwal District,605677,1539697265.46
Bihar,2021,2,Vaishali District,3799946,9160292752.67
Bihar,2021,2,Pashchim Champaran District,4672176,11234841877.68
Bihar,2021,2,Gopalganj District,3111515,7589526482.7
Bihar,2021,2,Lakhisarai District,840880,2158341954.81
Bihar,2021,2,Aurangabad District,2708735,6989875839.55
Bihar,2021,2,Kaimur Bhabua District,1150340,3095159551.48
Bihar,2021,2,Araria District,2293469,6805583750.25
Bihar,2021,2,Munger District,1320520,3058878685.26
Bihar,2021,2,Katihar District,3117723,8474000097.46
Bihar,2021,2,Khagaria District,1469798,4091424766.08
Bihar,2021,2,Saharsa District,1904150,5015686222.71
Bihar,2021,2,Bhagalpur District,5068435,11733711173.4
Bihar,2021,2,Madhubani District,4695466,11634612114.7
Bihar,2021,2,Kishanganj District,1256800,3935360082.17
Bihar,2021,2,Gaya District,4732185,11427447209.34
Bihar,2021,2,Samastipur District,4015424,9848885594.58
Bihar,2021,2,Banka District,999688,2292049412.44
Bihar,2021,2,Purbi Champaran District,6300129,15889825388.13
Bihar,2021,2,Sheohar District,516755,1470937924.17
Bihar,2021,2,Bhojpur District,2211960,5903541283.28
Bihar,2021,3,Madhepura District,2034018,5500029849.28
Bihar,2021,3,Purnia District,4826016,11168325427.93
Bihar,2021,3,Nalanda District,3381075,7437410612.1
Bihar,2021,3,Buxar District,1331392,3166266892.79
