state,year,quarter,district,count,amount
Uttarakhand,2024,2,Haridwar District,40518491,46082097336.0
Uttarakhand,2024,2,Champawat District,1682844,2107487828.0
Uttarakhand,2024,2,Nainital District,13535672,15999289259.0
Uttarakhand,2024,2,Dehradun District,50001086,52510298340.0
Uttarakhand,2024,2,Chamoli District,2560338,3556189985.0
Uttarakhand,2024,2,Almora District,2914301,3581415962.0
Uttarakhand,2024,2,Uttarkashi District,1890700,2823948351.0
Uttarakhand,2024,2,Pithoragarh District,2689259,3315280510.0
Uttarakhand,2024,2,Rudraprayag District,2376255,3862388802.0
Uttarakhand,2024,2,Pauri Garhwal District,5762982,6639623117.0
Uttarakhand,2024,2,Tehri Garhwal District,5352520,6328714557.0
Uttarakhand,2024,3,Bageshwar District,879260,1036058130.0
Uttarakhand,2024,3,Udham Singh Nagar District,29488911,32599319226.0
Uttarakhand,2024,3,Haridwar District,42630688,45147651446.0
Uttarakhand,2024,3,Champawat District,1476832,1883634083.0
Uttarakhand,2024,3,Nainital District,13321914,15266161986.0
Uttarakhand,2024,3,Dehradun District,51761522,53510338159.0
Uttarakhand,2024,3,Chamoli District,2327526,3037426040.0
Uttarakhand,2024,3,Almora District,2507981,3111178340.0
Uttarakhand,2024,3,Uttarkashi District,1676369,2239692000.0
Uttarakhand,2024,3,Pithoragarh District,2472144,3067895445.0
Uttarakhand,2024,3,Rudraprayag District,1775118,2332372421.0
Uttarakhand,2024,3,Pauri Garhwal District,4477412,5057856512.0
Uttarakhand,2024,3,Tehri Garhwal District,4483138,5125283761.0
Uttarakhand,2024,4,Bageshwar District,962688,1236054778.0
Uttarakhand,2024,4,Udham Singh Nagar District,32482654,38200426492.0
Uttarakhand,2024,4,Haridwar District,43649342,49025452513.0
Uttarakhand,2024,4,Champawat District,1674229,2231805831.0
Uttarakhand,2024,4,Nainital District,14922619,17847877397.0
Uttarakhand,2024,4,Dehradun District,56035091,59151522772.0
Uttarakhand,2024,4,Chamoli District,2393913,3242892836.0
Uttarakhand,2024,4,Almora District,2830020,3704104601.0
Uttarakhand,2024,4,Uttarkashi District,1650801,2281714675.0
Uttarakhand,2024,4,Pithoragarh District,2801487,3601619131.0
Uttarakhand,2024,4,Rudraprayag District,1769796,2533367447.0
Uttarakhand,2024,4,Pauri Garhwal District,4973291,5931576893.0
Uttarakhand,2024,4,Tehri Garhwal District,4990201,5920375593.0
West Bengal,2018,1,South Twenty Four Parganas District,421793,349206351.13
West Bengal,2018,1,Purba Bardhaman District,396998,212356023.74
West Bengal,2018,1,Uttar Dinajpur District,242526,126658409.55
West Bengal,2018,1,Kalimpong District,4972,7706385.68
West Bengal,2018,1,Murshidabad District,833479,421068895.87
West Bengal,2018,1,Paschim Medinipur District,419331,286483484.6
West Bengal,2018,1,Dakshin Dinajpur District,224063,69636116.75
West Bengal,2018,1,Jalpaiguri District,120349,96252642.73
West Bengal,2018,1,Purulia District,234356,86934374.96
West Bengal,2018,1,North Twenty Four Parganas District,1235602,1282978629.1
West Bengal,2018,1,Bankura District,378312,159367696.65
West Bengal,2018,1,Jhargram District,66167,33316470.25
West Bengal,2018,1,Howrah District,346838,350424696.86
West Bengal,2018,1,Hooghly District,380589,299741600.34
West Bengal,2018,1,Kolkata District,2043129,2753347660.14
West Bengal,2018,1,Koch Bihar District,155388,88320338.71
West Bengal,2018,1,Alipurduar District,71585,65816753.35
West Bengal,2018,1,Paschim Bardhaman District,350033,298947240.58
West Bengal,2018,1,Nadia District,549427,307840167.71
West Bengal,2018,1,Birbhum District,2125816,2520486412.45
West Bengal,2018,1,Purba Medinipur District,516243,380534345.74
West Bengal,2018,1,Maldah District,491756,283624702.42
West Bengal,2018,1,Darjiling District,101473,144929152.82
West Bengal,2018,2,South Twenty Four Parganas District,727105,672591311.57
West Bengal,2018,2,Purba Bardhaman District,738207,421072712.15
West Bengal,2018,2,Uttar Dinajpur District,371120,261564937.44
West Bengal,2018,2,Kalimpong District,8003,14628605.39
West Bengal,2018,2,Murshidabad District,1290440,849517566.94
West Bengal,2018,2,Paschim Medinipur District,681104,537554850.23
West Bengal,2018,2,Dakshin Dinajpur District,466273,146101492.48
West Bengal,2018,2,Jalpaiguri District,180099,199304038.59
West Bengal,2018,2,Purulia District,395773,158322046.01
West Bengal,2018,2,North Twenty Four Parganas District,2119664,2509379355.09
