State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
Goa,2020,4,Financial Services,7287,10386560.39
Goa,2020,4,Others,14810,12846789.25
Goa,2021,1,Peer-to-peer payments,2235456,7553384653.17
Goa,2021,1,Merchant payments,2195509,1768358976.72
Goa,2021,1,Recharge & bill payments,880682,410604192.73
Goa,2021,1,Financial Services,8138,12207778.15
Goa,2021,1,Others,11764,12687278.26
Goa,2021,2,Merchant payments,1869384,1411529033.67
Goa,2021,2,Peer-to-peer payments,1866837,6195032351.18
Goa,2021,2,Recharge & bill payments,953219,383804809.36
Goa,2021,2,Financial Services,8303,12371843.84
Goa,2021,2,Others,12392,10115549.03
Goa,2021,3,Merchant payments,2865625,2143135314.9
Goa,2021,3,Peer-to-peer payments,2560305,7871092673.14
Goa,2021,3,Recharge & bill payments,1017351,438838003.23
Goa,2021,3,Financial Services,8337,12943224.07
Goa,2021,3,Others,16145,12416377.6
Goa,2021,4,Merchant payments,5474662,4384250602.94
Goa,2021,4,Peer-to-peer payments,4408822,13618351952.67
Goa,2021,4,Recharge & bill payments,1170180,585734312.41
Goa,2021,4,Financial Services,11320,17101084.66
Goa,2021,4,Others,23775,21819163.2
Goa,2022,1,Merchant payments,6364271,4682000388.39
Goa,2022,1,Peer-to-peer payments,4640380,14449830641.56
Goa,2022,1,Recharge & bill payments,1177071,646403472.11
Goa,2022,1,Financial Services,11677,17490493.19
Goa,2022,1,Others,20699,20720407.6
Goa,2022,2,Merchant payments,7812998,5736211013.69
Goa,2022,2,Peer-to-peer payments,5097942,16372343177.23
Goa,2022,2,Recharge & bill payments,1279377,738765635.28
Goa,2022,2,Financial Services,10666,13192736.03
Goa,2022,2,Others,15071,12525197.3
Goa,2022,3,Merchant payments,7595135,5112175255.36
Goa,2022,3,Peer-to-peer payments,4449008,13780955270.35
Goa,2022,3,Recharge & bill payments,1122869,657115143.54
Goa,2022,3,Financial Services,9992,12650738.42
Goa,2022,3,Others,11683,11368868.04
Goa,2022,4,Merchant payments,10319138,6739205748.43
Goa,2022,4,Peer-to-peer payments,5652373,17421974714.96
Goa,2022,4,Recharge & bill payments,1195865,734121700.64
Goa,2022,4,Financial Services,12147,15705663.13
Goa,2022,4,Others,13151,13978544.18
Goa,2023,1,Merchant payments,14273665,9074816758.0
Goa,2023,1,Peer-to-peer payments,8071768,24773922296.0
Goa,2023,1,Recharge & bill payments,1816029,1197558557.0
Goa,2023,1,Financial Services,16209,32648574.0
Goa,2023,1,Others,17399,18019590.0
Goa,2023,2,Merchant payments,15990744,10146039934.0
Goa,2023,2,Peer-to-peer payments,8589659,26985284919.0
Goa,2023,2,Recharge & bill payments,1917200,1239783487.0
Goa,2023,2,Financial Services,17352,25141843.0
Goa,2023,2,Others,15635,15956760.0
Goa,2023,3,Merchant payments,16565190,10365884105.0
Goa,2023,3,Peer-to-peer payments,8489945,25735484138.0
Goa,2023,3,Recharge & bill payments,1913363,1234664127.0
Goa,2023,3,Financial Services,17422,26274694.0
Goa,2023,3,Others,13808,12872910.0
Goa,2023,4,Merchant payments,21003656,12478698529.0
Goa,2023,4,Peer-to-peer payments,10430430,30342597216.0
Goa,2023,4,Recharge & bill payments,1991324,1413113823.0
Goa,2023,4,Financial Services,20827,38067531.0
Goa,2023,4,Others,14741,15194458.0
Goa,2024,1,Merchant payments,22163645,12736252466.0
Goa,2024,1,Peer-to-peer payments,10729197,31099473803.0
Goa,2024,1,Recharge & bill payments,2087441,1465885657.0
Goa,2024,1,Financial Services,20782,37240917.0
Goa,2024,1,Others,12922,13047417.0
Goa,2024,2,Merchant payments,23908901,13821574623.0
Goa,2024,2,Peer-to-peer payments,10933835,32155453858.0
Goa,2024,2,Recharge & bill payments,2120776,1419954245.0
Goa,2024,2,Financial Services,24891,41870631.0
Goa,2024,2,Others,12403,15977355.0
Goa,2024,3,Merchant payments,23789645,13663769858.0
Goa,2024,3,Peer-to-peer payments,10858222,30761382765.0
Goa,2024,3,Recharge & bill payments,2070465,1423628089.0
Goa,2024,3,Financial Services,32037,51120538.0
Goa,2024,3,Others,11742,13626762.0
Goa,2024,4,Merchant payments,30381117,17216927595.0
Goa,2024,4,Peer-to-peer payments,13499590,37720460757.0
Goa,2024,4,Recharge & bill payments,2166016,1548395751.0
Goa,2024,4,Financial Services,71254,55469478.0
Goa,2024,4,Others,13559,21335962.0
Gujarat,2018,1,Recharge & bill payments,3691952,878929080.99
Gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.89
Gujarat,2018,1,Merchant payments,145436,166036667.57
Gujarat,2018,1,Financial Services,122117,27986679.01
Gujarat,2018,1,Others,250296,186165067.57
Gujarat,2018,2,Recharge & bill payments,4643367,1571880396.38
Gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.39
Gujarat,2018,2,Merchant payments,275503,356984574.12
Gujarat,2018,2,Financial Services,140704,38598263.23
Gujarat,2018,2,Others,202928,185541007.53
Gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.76
Gujarat,2018,3,Recharge & bill payments,5117168,1938041688.97
Gujarat,2018,3,Merchant payments,573440,466209496.8
Gujarat,2018,3,Financial Services,136468,24930605.61
Gujarat,2018,3,Others,219873,164477497.14
Gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.78
Gujarat,2018,4,Recharge & bill payments,6138404,2297332323.08
Gujarat,2018,4,Merchant payments,1656377,1088373316.06
Gujarat,2018,4,Financial Services,133915,30699273.17
Gujarat,2018,4,Others,316405,207297005.7
Gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.31
Gujarat,2019,1,Recharge & bill payments,8595256,3104251732.65
Gujarat,2019,1,Merchant payments,2493340,1296376125.18
Gujarat,2019,1,Financial Services,114539,19581520.57
Gujarat,2019,1,Others,323272,204585378.77
Gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.47
Gujarat,2019,2,Recharge & bill payments,10434449,4651874823.43
Gujarat,2019,2,Merchant payments,5486791,2526448415.36
Gujarat,2019,2,Financial Services,70502,17349813.39
Gujarat,2019,2,Others,442607,271280936.62
Gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.02
Gujarat,2019,3,Merchant payments,11788077,4211116461.29
Gujarat,2019,3,Recharge & bill payments,11349625,5768100024.48
Gujarat,2019,3,Financial Services,78609,20507001.23
Gujarat,2019,3,Others,482985,256386015.25
Gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.78
Gujarat,2019,4,Recharge & bill payments,12967713,6517891166.72
Gujarat,2019,4,Merchant payments,9964076,5480269119.72
Gujarat,2019,4,Financial Services,63498,20202767.26
Gujarat,2019,4,Others,444434,194846362.43
Gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.08
Gujarat,2020,1,Recharge & bill payments,15648472,7197595156.69
Gujarat,2020,1,Merchant payments,12191478,7210758662.28
Gujarat,2020,1,Financial Services,50753,27460255.46
Gujarat,2020,1,Others,367621,165535312.39
Gujarat,2020,2,Recharge & bill payments,19971660,8322688556.99
Gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.23
Gujarat,2020,2,Merchant payments,9645967,7196610931.56
Gujarat,2020,2,Financial Services,59617,53132341.31
Gujarat,2020,2,Others,173543,92274135.41
Gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.26
Gujarat,2020,3,Merchant payments,18338969,12749796641.79
Gujarat,2020,3,Recharge & bill payments,17481357,9820654243.81
Gujarat,2020,3,Financial Services,92278,84723188.62
Gujarat,2020,3,Others,246851,124456073.24
Gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.36
Gujarat,2020,4,Merchant payments,28430460,20844321156.65
Gujarat,2020,4,Recharge & bill payments,18943669,10441981826.08
Gujarat,2020,4,Financial Services,113371,120056733.89
Gujarat,2020,4,Others,373789,243470065.46
Gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.03
Gujarat,2021,1,Merchant payments,35815382,26512643894.0
Gujarat,2021,1,Recharge & bill payments,22088838,11996115292.38
Gujarat,2021,1,Financial Services,126380,137612317.74
Gujarat,2021,1,Others,316472,235440836.3
Gujarat,2021,2,Merchant payments,42593432,33542305033.83
Gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.3
Gujarat,2021,2,Recharge & bill payments,27127405,13750783181.94
Gujarat,2021,2,Financial Services,128647,136119996.7
Gujarat,2021,2,Others,349525,249278437.34
Gujarat,2021,3,Merchant payments,62934471,48197579736.52
Gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.62
Gujarat,2021,3,Recharge & bill payments,29580901,15945997372.06
Gujarat,2021,3,Financial Services,125167,163304131.14
Gujarat,2021,3,Others,473656,304418273.25
Gujarat,2021,4,Merchant payments,84846502,68717933161.87
Gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.64
Gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66
Gujarat,2021,4,Financial Services,175393,209214620.71
Gujarat,2021,4,Others,591265,377657202.75
Gujarat,2022,1,Merchant payments,101648378,79563412221.78
Gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.31
Gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66
Gujarat,2022,1,Financial Services,160423,187077879.38
Gujarat,2022,1,Others,496289,316261089.41
Gujarat,2022,2,Merchant payments,131610193,95585623258.24
Gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.6
Gujarat,2022,2,Recharge & bill payments,33424931,23844933238.41
Gujarat,2022,2,Financial Services,125180,142685436.42
Gujarat,2022,2,Others,468796,278978567.18
Gujarat,2022,3,Merchant payments,161264265,109018764232.99
Gujarat,2022,3,Peer-to-peer payments,103034790,359338045092.01
Gujarat,2022,3,Recharge & bill payments,38383683,28649040040.5
Gujarat,2022,3,Financial Services,152053,162173602.85
Gujarat,2022,3,Others,404941,269479241.1
Gujarat,2022,4,Merchant payments,186533503,125585214989.03
Gujarat,2022,4,Peer-to-peer payments,114868478,411053364214.27
Gujarat,2022,4,Recharge & bill payments,39167297,30789927498.95
Gujarat,2022,4,Financial Services,179101,194314203.01
Gujarat,2022,4,Others,407639,295484431.28
Gujarat,2023,1,Merchant payments,199359623,123421554216.0
Gujarat,2023,1,Peer-to-peer payments,120907384,436337923470.0
Gujarat,2023,1,Recharge & bill payments,41649002,37570733166.0
Gujarat,2023,1,Financial Services,180163,200278806.0
Gujarat,2023,1,Others,415154,295699148.0
Gujarat,2023,2,Merchant payments,239396654,135256737974.0
Gujarat,2023,2,Peer-to-peer payments,132035120,470150906708.0
Gujarat,2023,2,Recharge & bill payments,44902296,39506073738.0
Gujarat,2023,2,Financial Services,191053,225104195.0
Gujarat,2023,2,Others,397430,268385910.0
Gujarat,2023,3,Merchant payments,279651861,155597205179.0
Gujarat,2023,3,Peer-to-peer payments,151754885,508236930735.0
Gujarat,2023,3,Recharge & bill payments,47284770,43342854631.0
Gujarat,2023,3,Financial Services,246300,311377540.0
Gujarat,2023,3,Others,365774,248668365.0
Gujarat,2023,4,Merchant payments,319459808,179560004574.0
Gujarat,2023,4,Peer-to-peer payments,166959749,567135968086.0
Gujarat,2023,4,Recharge & bill payments,47046378,47786850776.0
Gujarat,2023,4,Financial Services,271611,349727923.0
Gujarat,2023,4,Others,378032,254647715.0
Gujarat,2024,1,Merchant payments,366409312,201682534095.0
Gujarat,2024,1,Peer-to-peer payments,187792836,618453750215.0
Gujarat,2024,1,Recharge & bill payments,51744007,50813658532.0
Gujarat,2024,1,Financial Services,273979,398254841.0
Gujarat,2024,1,Others,356537,271267241.0
Gujarat,2024,2,Merchant payments,437221639,222449503863.0
Gujarat,2024,2,Peer-to-peer payments,199501081,638163102162.0
Gujarat,2024,2,Recharge & bill payments,52968092,49178909419.0
Gujarat,2024,2,Financial Services,320563,459744596.0
Gujarat,2024,2,Others,383778,373786893.0
Gujarat,2024,3,Merchant payments,476512894,238978729415.0
Gujarat,2024,3,Peer-to-peer payments,225649266,671907062380.0
Gujarat,2024,3,Recharge & bill payments,54584624,51775029765.0
Gujarat,2024,3,Financial Services,384648,514500536.0
Gujarat,2024,3,Others,309818,376066005.0
Gujarat,2024,4,Merchant payments,530043047,271052844680.0
Gujarat,2024,4,Peer-to-peer payments,244109941,750880785528.0
Gujarat,2024,4,Recharge & bill payments,51838504,53102559360.0
Gujarat,2024,4,Financial Services,1091610,557971100.0
Gujarat,2024,4,Others,291864,420340754.0
Haryana,2018,1,Recharge & bill payments,2368002,535578755.08
Haryana,2018,1,Peer-to-peer payments,1607193,5814807510.69
Haryana,2018,1,Merchant payments,167816,173513595.35
Haryana,2018,1,Financial Services,128636,27501068.01
Haryana,2018,1,Others,209123,242110585.53
Haryana,2018,2,Recharge & bill payments,3054284,984897276.65
Haryana,2018,2,Peer-to-peer payments,2388953,9745924809.85
Haryana,2018,2,Merchant payments,369916,334118261.45
Haryana,2018,2,Financial Services,167570,38145882.44
Haryana,2018,2,Others,170208,217328211.72
Haryana,2018,3,Peer-to-peer payments,3753981,14429454356.35
Haryana,2018,3,Recharge & bill payments,3203386,1310467515.06
Haryana,2018,3,Merchant payments,1003057,427387637.93
Haryana,2018,3,Financial Services,100452,17323790.81
Haryana,2018,3,Others,201148,190505707.47
Haryana,2018,4,Peer-to-peer payments,5905032,22416919746.94
Haryana,2018,4,Recharge & bill payments,4116262,1671040703.73
Haryana,2018,4,Merchant payments,2413446,1013407379.9
Haryana,2018,4,Financial Services,120711,22252543.62
Haryana,2018,4,Others,394732,267255642.27
Haryana,2019,1,Peer-to-peer payments,12622225,30283578836.62
Haryana,2019,1,Recharge & bill payments,5576577,2202061874.54
Haryana,2019,1,Merchant payments,3361995,1292375556.32
Haryana,2019,1,Financial Services,101786,15201736.0
Haryana,2019,1,Others,473192,258437718.16
Haryana,2019,2,Peer-to-peer payments,10387562,37056084813.58
Haryana,2019,2,Recharge & bill payments,5902923,2838724048.09
Haryana,2019,2,Merchant payments,5738283,2292901816.14
Haryana,2019,2,Financial Services,57488,12080285.23
Haryana,2019,2,Others,655560,301748850.18
Haryana,2019,3,Peer-to-peer payments,11775288,43738290119.93
Haryana,2019,3,Merchant payments,9386779,3615636827.81
Haryana,2019,3,Recharge & bill payments,8289987,4817098564.82
Haryana,2019,3,Financial Services,61503,16715100.88
Haryana,2019,3,Others,829974,301378586.0
Haryana,2019,4,Peer-to-peer payments,15729819,58242027266.14
Haryana,2019,4,Merchant payments,11615667,5253780278.24
Haryana,2019,4,Recharge & bill payments,9648003,5637358525.76
Haryana,2019,4,Financial Services,41688,13756049.14
Haryana,2019,4,Others,790808,212797749.82
Haryana,2020,1,Peer-to-peer payments,17728235,68367245528.07
Haryana,2020,1,Merchant payments,14327020,7075196609.22
Haryana,2020,1,Recharge & bill payments,11346112,6331682016.52
Haryana,2020,1,Financial Services,34488,25266730.19
Haryana,2020,1,Others,600232,176823674.24
Haryana,2020,2,Peer-to-peer payments,17334369,66645492690.68
Haryana,2020,2,Recharge & bill payments,12740328,6547618491.53
Haryana,2020,2,Merchant payments,11527654,7393393677.76
Haryana,2020,2,Financial Services,48759,49209527.29
Haryana,2020,2,Others,129940,75550536.68
Haryana,2020,3,Peer-to-peer payments,24123449,88796356487.11
Haryana,2020,3,Merchant payments,20845136,12141560866.98
Haryana,2020,3,Recharge & bill payments,12716319,8452802892.5
Haryana,2020,3,Financial Services,66457,80854296.93
Haryana,2020,3,Others,186818,96375902.2
Haryana,2020,4,Merchant payments,34063692,21382305452.07
Haryana,2020,4,Peer-to-peer payments,33920789,128613933346.86
Haryana,2020,4,Recharge & bill payments,14682896,9675471300.73
Haryana,2020,4,Financial Services,84881,103265693.75
Haryana,2020,4,Others,419181,223528573.13
Haryana,2021,1,Merchant payments,39363588,23389100227.16
Haryana,2021,1,Peer-to-peer payments,36764622,135970636784.62
Haryana,2021,1,Recharge & bill payments,13680353,9260346909.44
Haryana,2021,1,Financial Services,79784,99672809.99
Haryana,2021,1,Others,364437,218544351.22
Haryana,2021,2,Merchant payments,45335533,29119078263.96
Haryana,2021,2,Peer-to-peer payments,44086559,161073685336.67
Haryana,2021,2,Recharge & bill payments,15861047,9839496894.97
Haryana,2021,2,Financial Services,85821,97238136.1
Haryana,2021,2,Others,311896,227855606.99
Haryana,2021,3,Merchant payments,66885213,40190922826.61
Haryana,2021,3,Peer-to-peer payments,55929958,188548678300.52
Haryana,2021,3,Recharge & bill payments,17087955,11681457468.96
Haryana,2021,3,Financial Services,77496,116592181.47
Haryana,2021,3,Others,479071,289441481.64
Haryana,2021,4,Merchant payments,84993587,56325102920.51
Haryana,2021,4,Peer-to-peer payments,66548306,238638993818.1
Haryana,2021,4,Recharge & bill payments,17632752,13817258646.07
Haryana,2021,4,Financial Services,105050,151421306.62
Haryana,2021,4,Others,407280,307822609.17
Haryana,2022,1,Merchant payments,98346418,62565728158.29
Haryana,2022,1,Peer-to-peer payments,74499889,263547240999.68
Haryana,2022,1,Recharge & bill payments,18494827,14765350795.97
Haryana,2022,1,Financial Services,107240,146586164.63
Haryana,2022,1,Others,540235,279136534.21
Haryana,2022,2,Merchant payments,130033573,76926347115.76
Haryana,2022,2,Peer-to-peer payments,84219451,300504797205.27
Haryana,2022,2,Recharge & bill payments,20011709,17457331653.45
Haryana,2022,2,Financial Services,89805,120610061.53
Haryana,2022,2,Others,345424,224949213.5
Haryana,2022,3,Merchant payments,151278013,87063736519.87
Haryana,2022,3,Peer-to-peer payments,95071203,319374569105.9
Haryana,2022,3,Recharge & bill payments,22592966,21247984018.68
Haryana,2022,3,Financial Services,111032,144937203.29
Haryana,2022,3,Others,308596,223267730.28
Haryana,2022,4,Merchant payments,169685872,102918159834.12
Haryana,2022,4,Peer-to-peer payments,102993798,364514204185.19
Haryana,2022,4,Recharge & bill payments,23545059,22666085169.85
Haryana,2022,4,Financial Services,118488,152488074.99
Haryana,2022,4,Others,305148,239722615.95
Haryana,2023,1,Merchant payments,220693824,114248076004.0
Haryana,2023,1,Peer-to-peer payments,128879993,443424820679.0
Haryana,2023,1,Recharge & bill payments,31210728,32978369763.0
Haryana,2023,1,Financial Services,158036,217615573.0
Haryana,2023,1,Others,375883,281741717.0
Haryana,2023,2,Merchant payments,275974807,130133751625.0
Haryana,2023,2,Peer-to-peer payments,147382711,495834929236.0
Haryana,2023,2,Recharge & bill payments,33655091,35262651840.0
Haryana,2023,2,Financial Services,172309,259162565.0
Haryana,2023,2,Others,351272,251633370.0
Haryana,2023,3,Merchant payments,310148821,140917418482.0
Haryana,2023,3,Peer-to-peer payments,156760079,498555993196.0
Haryana,2023,3,Recharge & bill payments,34105227,37490386949.0
Haryana,2023,3,Financial Services,198713,304618547.0
Haryana,2023,3,Others,306638,223563566.0
Haryana,2023,4,Merchant payments,343440148,167695632461.0
Haryana,2023,4,Peer-to-peer payments,175429519,571466808865.0
Haryana,2023,4,Recharge & bill payments,35320482,42514330771.0
Haryana,2023,4,Financial Services,238826,371355840.0
Haryana,2023,4,Others,319258,222356663.0
Haryana,2024,1,Merchant payments,376661558,177987462151.0
Haryana,2024,1,Peer-to-peer payments,187967904,583735861647.0
Haryana,2024,1,Recharge & bill payments,39068051,44295176434.0
Haryana,2024,1,Financial Services,256222,477335930.0
Haryana,2024,1,Others,339765,292383070.0
Haryana,2024,2,Merchant payments,482530215,211396204964.0
Haryana,2024,2,Peer-to-peer payments,214457734,647411527784.0
Haryana,2024,2,Recharge & bill payments,40862353,45581779106.0
Haryana,2024,2,Financial Services,304547,600748740.0
Haryana,2024,2,Others,399076,454335006.0
Haryana,2024,3,Merchant payments,521289709,224122374449.0
Haryana,2024,3,Peer-to-peer payments,231461545,648650534007.0
Haryana,2024,3,Recharge & bill payments,41502651,49244659978.0
Haryana,2024,3,Financial Services,361554,712626768.0
